record_code,location_id,location_name,latitude,longitude,timestamp,traffic_density,congestion_index,avg_speed_kmh,aqi,pm25,pm10,co2_ppm,temperature_c,humidity_pct,weather,risk_score,is_anomaly,anomaly_type,anomaly_explanation
URB-12124,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-10 22:48:42,45,0.17,27.0,51,21.0,38.9,446.7,17.9,89.2,Heavy Rain,27.2,False,None,
URB-12125,LOC-05,North Residential,40.79,-73.96,2026-08-10 23:05:42,28,0.1,31.4,34,12.1,20.4,406.0,19.2,86.6,Rain,19.2,False,None,
URB-12126,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-10 23:12:42,20,0.07,46.7,30,12.6,19.9,397.0,16.5,89.0,Heavy Rain,10.6,False,None,
URB-12127,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-10 23:33:42,69,0.26,42.8,106,52.5,99.6,438.4,18.0,65.0,Haze,32.6,False,None,
URB-12128,LOC-08,University District,40.729,-73.996,2026-08-10 23:50:42,35,0.15,27.5,48,22.4,39.0,429.1,18.6,83.0,Heavy Rain,25.6,False,None,
URB-12129,LOC-01,Downtown Central,40.7128,-74.006,2026-08-10 23:55:42,70,0.29,24.8,55,22.0,38.5,457.4,17.7,83.9,Heavy Rain,33.8,False,None,
URB-12130,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-11 00:10:42,85,0.34,24.4,75,36.5,73.3,462.3,16.1,93.8,Heavy Rain,39.5,False,None,
URB-12131,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-11 00:27:42,53,0.21,35.2,85,42.2,75.5,427.1,18.2,70.2,Partly Cloudy,30.7,False,None,
URB-12132,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-11 00:45:42,48,0.17,27.9,48,22.6,39.2,431.7,18.4,88.4,Heavy Rain,26.2,False,None,
URB-12133,LOC-05,North Residential,40.79,-73.96,2026-08-11 01:05:42,32,0.13,40.9,46,17.8,38.2,433.8,17.9,65.6,Clear,17.8,False,None,
URB-12134,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-11 01:16:42,23,0.1,42.4,38,18.3,39.2,415.5,16.0,88.0,Heavy Rain,14.5,False,None,
URB-12135,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-11 01:25:42,73,0.27,54.4,92,40.4,79.5,469.4,18.5,68.9,Partly Cloudy,29.4,False,None,
URB-12136,LOC-08,University District,40.729,-73.996,2026-08-11 01:42:42,38,0.16,25.9,44,16.8,29.7,447.3,14.3,96.6,Heavy Rain,26.2,False,None,
URB-12137,LOC-01,Downtown Central,40.7128,-74.006,2026-08-11 01:56:42,57,0.23,25.1,64,29.0,54.4,442.2,16.4,89.6,Rain,32.9,False,None,
URB-12138,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-11 02:16:42,72,0.43,8.5,64,30.4,64.1,460.2,15.9,86.4,Rain,37.2,True,Severe Gridlock,Critical speed drop to 8.5 km/h indicating major arterial blockade.
URB-12139,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-11 02:33:42,53,0.22,39.1,89,41.8,73.0,438.8,14.6,76.5,Partly Cloudy,29.8,False,None,
URB-12140,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-11 02:49:42,49,0.18,42.8,52,22.0,40.3,434.4,16.5,68.1,Clear,19.9,False,None,
URB-12141,LOC-05,North Residential,40.79,-73.96,2026-08-11 02:57:42,26,0.11,33.0,52,20.3,33.3,418.9,14.9,88.9,Fog,22.0,False,None,
URB-12142,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-11 03:16:42,19,0.08,50.4,52,26.0,54.3,410.0,16.8,72.7,Haze,14.8,False,None,
URB-12143,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-11 03:29:42,70,0.29,40.1,92,40.2,80.2,444.4,18.0,84.1,Fog,32.7,False,None,
URB-12144,LOC-08,University District,40.729,-73.996,2026-08-11 03:46:42,39,0.14,29.9,40,14.8,24.8,436.6,18.7,90.9,Rain,22.7,False,None,
URB-12145,LOC-01,Downtown Central,40.7128,-74.006,2026-08-11 04:00:42,72,0.25,26.2,70,35.8,66.2,473.0,15.1,92.0,Heavy Rain,34.1,False,None,
URB-12146,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-11 04:16:42,73,0.27,35.8,80,40.9,76.5,460.2,17.1,65.1,Clear,31.9,False,None,
URB-12147,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-11 04:34:42,55,0.23,31.4,113,53.3,91.1,463.6,15.1,67.8,Haze,38.3,False,None,
URB-12148,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-11 04:47:42,41,0.17,26.7,46,17.9,39.8,427.5,18.3,89.5,Rain,26.5,False,None,
URB-12149,LOC-05,North Residential,40.79,-73.96,2026-08-11 05:04:42,28,0.11,37.1,53,26.6,51.9,402.0,18.7,90.3,Fog,20.1,False,None,
URB-12150,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-11 05:15:42,25,0.1,49.8,55,29.9,57.0,414.3,20.1,88.5,Fog,16.1,False,None,
URB-12151,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-11 05:27:42,76,0.35,33.3,79,35.0,64.6,468.7,16.0,89.2,Heavy Rain,36.2,False,None,
URB-12152,LOC-08,University District,40.729,-73.996,2026-08-11 05:49:42,42,0.16,36.6,73,31.4,58.9,415.5,19.0,71.3,Haze,25.9,False,None,
URB-12153,LOC-01,Downtown Central,40.7128,-74.006,2026-08-11 05:57:42,71,0.33,36.0,72,34.1,60.3,455.1,15.4,73.9,Clear,32.8,False,None,
URB-12154,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-11 06:13:42,199,0.74,17.5,143,69.3,131.8,566.7,17.6,64.1,Haze,70.9,False,None,
URB-12155,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-11 06:33:42,141,0.61,22.5,138,66.0,121.9,527.9,18.6,68.7,Haze,62.3,False,None,
URB-12156,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-11 06:44:42,95,0.44,27.1,97,48.6,87.4,495.1,20.0,64.6,Haze,46.0,False,None,
URB-12157,LOC-05,North Residential,40.79,-73.96,2026-08-11 06:56:42,71,0.25,28.7,50,18.8,39.2,447.5,19.6,82.5,Heavy Rain,29.4,False,None,
URB-12158,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-11 07:20:42,117,0.53,42.6,67,34.7,61.5,487.5,18.6,63.8,Partly Cloudy,36.6,False,None,
URB-12159,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-11 07:33:42,291,0.98,17.0,189,90.1,158.6,673.4,18.9,64.0,Haze,88.8,False,None,
URB-12160,LOC-08,University District,40.729,-73.996,2026-08-11 07:50:42,172,0.62,19.3,94,38.6,74.9,551.9,22.2,78.3,Rain,56.6,False,None,
URB-12161,LOC-01,Downtown Central,40.7128,-74.006,2026-08-11 08:00:42,324,0.98,13.9,171,77.2,134.9,694.7,24.2,54.9,Clear,87.2,False,None,
URB-12162,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-11 08:14:42,368,0.98,13.0,189,90.0,164.0,726.0,20.5,64.6,Clear,90.8,False,None,
URB-12163,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-11 08:35:42,236,0.89,15.6,136,65.8,123.5,612.7,19.8,69.4,Partly Cloudy,76.6,False,None,
URB-12164,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-11 08:41:42,230,0.87,17.0,111,52.3,91.8,592.7,23.2,61.1,Clear,70.7,False,None,
URB-12165,LOC-05,North Residential,40.79,-73.96,2026-08-11 09:01:42,147,0.67,16.9,68,30.4,58.3,514.2,21.9,80.6,Heavy Rain,55.2,False,None,
URB-12166,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-11 09:11:42,122,0.53,32.6,101,44.5,79.3,511.9,25.2,60.1,Haze,47.6,False,None,
URB-12167,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-11 09:27:42,266,0.98,13.7,136,63.9,118.1,644.2,22.4,78.3,Rain,81.2,False,None,
URB-12168,LOC-08,University District,40.729,-73.996,2026-08-11 09:43:42,167,0.64,19.5,78,31.5,58.2,554.8,23.0,84.5,Rain,54.5,False,None,
URB-12169,LOC-01,Downtown Central,40.7128,-74.006,2026-08-11 09:59:42,282,0.98,13.2,142,64.4,114.0,666.6,25.8,56.8,Partly Cloudy,82.4,False,None,
URB-12170,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-11 10:10:42,266,0.96,13.2,187,83.9,150.1,636.8,27.0,74.7,Fog,89.5,False,None,
URB-12171,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-11 10:32:42,190,0.7,19.2,158,70.3,123.0,582.2,26.9,53.9,Haze,71.1,False,None,
URB-12172,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-11 10:46:42,123,0.49,22.6,76,33.6,57.5,506.6,22.5,83.9,Rain,46.6,False,None,
URB-12173,LOC-05,North Residential,40.79,-73.96,2026-08-11 11:02:42,110,0.5,30.7,83,37.6,71.5,498.4,25.8,55.1,Partly Cloudy,44.2,False,None,
URB-12174,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-11 11:14:42,61,0.26,38.0,51,23.3,37.7,464.0,27.0,78.2,Heavy Rain,25.3,False,None,
URB-12175,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-11 11:34:42,244,0.85,20.7,133,65.2,119.1,603.2,26.4,78.4,Heavy Rain,71.9,False,None,
URB-12176,LOC-08,University District,40.729,-73.996,2026-08-11 11:47:42,120,0.51,18.8,76,37.1,67.5,496.5,26.5,75.3,Rain,49.3,False,None,
URB-12177,LOC-01,Downtown Central,40.7128,-74.006,2026-08-11 11:59:42,229,0.97,11.6,176,85.0,156.6,608.9,28.6,70.8,Fog,88.8,False,None,
URB-12178,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-11 12:14:42,257,0.88,12.0,133,60.7,108.9,622.7,29.0,72.3,Rain,77.5,False,None,
URB-12179,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-11 12:29:42,186,0.73,21.9,139,59.8,117.0,570.5,27.6,57.6,Partly Cloudy,67.6,False,None,
URB-12180,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-11 12:45:42,170,0.72,21.2,105,50.8,99.6,540.9,28.2,52.6,Clear,61.6,False,None,
URB-12181,LOC-05,North Residential,40.79,-73.96,2026-08-11 12:56:42,92,0.4,27.6,92,46.1,88.0,469.3,25.9,58.6,Haze,43.3,False,None,
URB-12182,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-11 13:18:42,66,0.28,34.5,49,21.8,39.2,465.2,29.5,67.2,Rain,27.5,False,None,
URB-12183,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-11 13:34:42,192,0.83,23.8,170,77.4,139.6,567.9,27.1,58.4,Haze,76.0,False,None,
URB-12184,LOC-08,University District,40.729,-73.996,2026-08-11 13:47:42,140,0.54,27.5,82,39.7,69.6,503.1,26.3,54.8,Clear,47.2,False,None,
URB-12185,LOC-01,Downtown Central,40.7128,-74.006,2026-08-11 14:01:42,222,0.86,16.0,174,76.3,137.9,584.6,26.0,71.7,Fog,81.8,False,None,
URB-12186,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-11 14:11:42,254,0.98,9.3,115,56.4,103.4,638.9,29.7,74.3,Heavy Rain,79.7,False,None,
URB-12187,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-11 14:27:42,164,0.58,21.6,152,73.4,135.4,538.3,28.2,54.7,Haze,64.0,False,None,
URB-12188,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-11 14:47:42,134,0.54,21.3,69,29.9,56.4,510.6,26.9,72.5,Heavy Rain,48.0,False,None,
URB-12189,LOC-05,North Residential,40.79,-73.96,2026-08-11 15:04:42,107,0.42,22.7,65,27.7,50.7,481.4,29.4,66.2,Rain,41.8,False,None,
URB-12190,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-11 15:17:42,61,0.27,34.3,45,20.7,35.3,464.6,27.4,72.4,Rain,26.5,False,None,
URB-12191,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-11 15:30:42,233,0.97,14.1,123,57.1,101.9,609.6,25.6,71.9,Heavy Rain,98.5,True,Multi-Vector Urban Risk,Combined extreme congestion (97%) and high particulate pollution.
URB-12192,LOC-08,University District,40.729,-73.996,2026-08-11 15:45:42,117,0.47,20.6,75,37.8,72.9,491.9,26.6,72.5,Heavy Rain,46.6,False,None,
URB-12193,LOC-01,Downtown Central,40.7128,-74.006,2026-08-11 15:58:42,409,0.99,10.9,113,56.0,105.9,590.8,27.4,78.7,Rain,78.5,True,Traffic Bottleneck,Sudden vehicular surge of 409 vehicles/min exceeding corridor capacity.
URB-12194,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-11 16:14:42,298,0.98,10.7,135,64.3,116.2,646.0,28.4,75.5,Heavy Rain,82.5,False,None,
URB-12195,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-11 16:26:42,270,0.98,12.2,179,77.6,148.0,647.4,28.9,76.6,Fog,89.4,False,None,
URB-12196,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-11 16:47:42,212,0.74,16.3,100,47.5,88.2,584.6,26.8,70.7,Rain,64.0,False,None,
URB-12197,LOC-05,North Residential,40.79,-73.96,2026-08-11 16:59:42,141,0.58,22.3,116,55.3,94.8,527.9,28.6,50.9,Haze,57.3,False,None,
URB-12198,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-11 17:12:42,106,0.48,31.6,151,64.9,61.0,471.1,27.0,70.2,Rain,39.2,True,Air Quality Hazard,"Hazardous particulate spike (AQI 151, PM2.5 64.9 µg/m³) detected near Suburb South Ridge."
URB-12199,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-11 17:34:42,286,0.98,16.6,182,83.3,147.6,633.1,25.1,57.2,Haze,87.8,False,None,
URB-12200,LOC-08,University District,40.729,-73.996,2026-08-11 17:44:42,176,0.64,22.8,99,43.0,80.7,548.9,23.9,59.0,Clear,56.5,False,None,
URB-12201,LOC-01,Downtown Central,40.7128,-74.006,2026-08-11 17:59:42,328,0.98,9.5,121,53.7,95.6,688.4,28.1,76.1,Heavy Rain,80.6,False,None,
URB-12202,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-11 18:20:42,405,0.98,14.1,195,91.2,169.7,765.3,26.7,59.9,Partly Cloudy,91.3,False,None,
URB-12203,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-11 18:31:42,290,0.98,10.1,135,61.8,109.1,639.8,23.0,77.5,Rain,82.8,False,None,
URB-12204,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-11 18:48:42,197,0.88,13.6,87,41.4,77.4,583.2,25.2,73.0,Rain,68.6,False,None,
URB-12205,LOC-05,North Residential,40.79,-73.96,2026-08-11 19:05:42,153,0.61,26.3,95,44.0,84.8,526.4,24.2,59.9,Partly Cloudy,52.9,False,None,
URB-12206,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-11 19:11:42,127,0.52,40.3,84,37.6,67.9,503.7,23.6,63.5,Partly Cloudy,40.4,False,None,
URB-12207,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-11 19:28:42,289,0.98,17.7,198,92.3,161.8,647.5,24.9,78.4,Fog,90.0,False,None,
URB-12208,LOC-08,University District,40.729,-73.996,2026-08-11 19:43:42,158,0.59,21.9,108,53.7,93.2,527.6,24.6,82.9,Fog,56.5,False,None,
URB-12209,LOC-01,Downtown Central,40.7128,-74.006,2026-08-11 20:00:42,154,0.68,22.0,117,49.3,88.5,547.5,23.7,81.8,Fog,61.7,False,None,
URB-12210,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-11 20:13:42,157,0.55,20.8,94,41.9,83.2,519.8,20.7,82.3,Rain,53.1,False,None,
URB-12211,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-11 20:30:42,110,0.38,31.8,107,53.1,99.8,474.4,21.7,58.3,Partly Cloudy,43.0,False,None,
URB-12212,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-11 20:46:42,117,0.44,23.6,68,34.1,61.0,493.1,21.5,86.1,Rain,42.7,False,None,
URB-12213,LOC-05,North Residential,40.79,-73.96,2026-08-11 20:59:42,81,0.35,31.8,70,33.5,60.4,471.5,20.2,69.1,Clear,35.4,False,None,
URB-12214,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-11 21:14:42,48,0.2,49.7,64,28.6,56.1,422.3,20.0,61.0,Haze,21.7,False,None,
URB-12215,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-11 21:26:42,140,0.6,40.3,110,46.8,90.3,529.1,20.6,60.4,Clear,48.1,False,None,
URB-12216,LOC-08,University District,40.729,-73.996,2026-08-11 21:42:42,106,0.48,20.0,66,27.4,56.1,473.7,22.0,80.6,Heavy Rain,45.8,False,None,
URB-12217,LOC-01,Downtown Central,40.7128,-74.006,2026-08-11 22:04:42,74,0.25,25.1,57,21.7,39.2,452.4,19.4,90.2,Heavy Rain,32.4,False,None,
URB-12218,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-11 22:20:42,78,0.35,29.7,99,47.6,83.0,464.9,20.3,65.1,Haze,76.5,True,Multi-Vector Urban Risk,Combined extreme congestion (35%) and high particulate pollution.
URB-12219,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-11 22:29:42,50,0.2,30.5,95,42.2,75.4,452.2,19.3,90.4,Fog,34.4,False,None,
URB-12220,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-11 22:40:42,49,0.2,30.2,51,24.1,38.6,444.8,20.0,81.5,Rain,26.8,False,None,
URB-12221,LOC-05,North Residential,40.79,-73.96,2026-08-11 22:59:42,25,0.11,37.6,53,24.6,46.0,408.0,18.6,85.7,Fog,19.9,False,None,
URB-12222,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-11 23:19:42,19,0.08,42.0,33,15.2,36.8,395.4,17.8,90.6,Rain,13.0,False,None,
URB-12223,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-11 23:25:42,77,0.29,55.3,84,38.9,72.7,461.6,15.9,71.3,Clear,28.8,False,None,
URB-12224,LOC-08,University District,40.729,-73.996,2026-08-11 23:46:42,38,0.17,31.3,46,17.2,35.7,434.1,16.4,87.5,Rain,24.2,False,None,
URB-12225,LOC-01,Downtown Central,40.7128,-74.006,2026-08-11 23:57:42,54,0.19,30.5,94,43.1,81.4,452.7,16.2,89.5,Fog,33.8,False,None,
URB-12226,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-12 00:17:42,81,0.34,32.3,85,42.8,79.9,448.6,16.0,73.6,Clear,37.3,False,None,
URB-12227,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-12 00:30:42,49,0.18,34.9,93,42.4,79.8,430.7,14.7,75.1,Haze,31.0,False,None,
URB-12228,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-12 00:45:42,43,0.15,38.2,55,27.1,56.1,428.0,14.8,75.2,Partly Cloudy,21.5,False,None,
URB-12229,LOC-05,North Residential,40.79,-73.96,2026-08-12 00:58:42,32,0.12,37.2,46,23.0,47.6,426.1,18.6,69.7,Partly Cloudy,19.2,False,None,
URB-12230,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-12 01:15:42,24,0.09,47.3,36,20.9,35.0,411.3,17.0,91.1,Heavy Rain,12.4,False,None,
URB-12231,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-12 01:33:42,74,0.26,50.2,82,36.3,68.4,451.4,14.8,72.2,Clear,27.2,False,None,
URB-12232,LOC-08,University District,40.729,-73.996,2026-08-12 01:46:42,44,0.18,28.3,47,21.9,38.5,439.0,15.7,89.7,Heavy Rain,26.3,False,None,
URB-12233,LOC-01,Downtown Central,40.7128,-74.006,2026-08-12 02:00:42,64,0.23,30.4,98,46.9,90.1,458.0,13.9,93.9,Fog,36.2,False,None,
URB-12234,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-12 02:12:42,80,0.32,29.9,90,42.9,86.8,465.3,14.9,97.3,Fog,38.6,False,None,
URB-12235,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-12 02:27:42,52,0.22,29.3,70,30.8,54.5,447.9,17.4,90.1,Heavy Rain,31.4,False,None,
URB-12236,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-12 02:45:42,50,0.22,37.6,61,25.8,52.3,455.5,16.6,69.5,Clear,25.7,False,None,
URB-12237,LOC-05,North Residential,40.79,-73.96,2026-08-12 02:55:42,35,0.13,34.8,55,21.1,44.4,413.8,17.7,87.4,Fog,22.4,False,None,
URB-12238,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-12 03:17:42,24,0.09,49.5,54,23.4,47.1,401.7,15.1,72.8,Haze,15.6,False,None,
URB-12239,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-12 03:31:42,120,0.41,37.8,62,30.2,57.0,447.3,17.0,85.0,Heavy Rain,28.2,True,Traffic Bottleneck,Sudden vehicular surge of 120 vehicles/min exceeding corridor capacity.
URB-12240,LOC-08,University District,40.729,-73.996,2026-08-12 03:43:42,44,0.18,36.0,52,27.3,52.0,448.8,18.1,67.2,Partly Cloudy,23.3,False,None,
URB-12241,LOC-01,Downtown Central,40.7128,-74.006,2026-08-12 04:02:42,74,0.28,34.5,83,33.8,69.2,476.8,16.0,71.9,Clear,33.5,False,None,
URB-12242,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-12 04:14:42,83,0.32,30.9,95,48.0,94.2,469.5,14.5,71.6,Haze,39.0,False,None,
URB-12243,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-12 04:34:42,46,0.19,40.7,84,40.6,80.1,449.2,16.0,70.4,Clear,26.9,False,None,
URB-12244,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-12 04:40:42,54,0.24,40.8,63,30.9,59.0,462.4,17.9,71.6,Partly Cloudy,25.2,False,None,
URB-12245,LOC-05,North Residential,40.79,-73.96,2026-08-12 05:05:42,30,0.13,29.7,36,21.6,39.4,405.6,16.1,87.7,Heavy Rain,21.6,False,None,
URB-12246,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-12 05:18:42,21,0.08,43.7,37,13.5,31.0,418.3,19.4,89.2,Rain,12.8,False,None,
URB-12247,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-12 05:34:42,70,0.24,53.9,77,31.6,56.5,452.8,16.0,72.8,Clear,25.6,False,None,
URB-12248,LOC-08,University District,40.729,-73.996,2026-08-12 05:45:42,41,0.16,38.2,50,26.3,47.4,433.6,17.9,69.9,Partly Cloudy,21.0,False,None,
URB-12249,LOC-01,Downtown Central,40.7128,-74.006,2026-08-12 05:59:42,63,0.24,28.5,58,29.4,51.9,455.0,15.4,87.1,Heavy Rain,30.5,False,None,
URB-12250,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-12 06:13:42,203,0.74,19.4,168,79.6,140.9,579.2,19.8,61.3,Haze,74.3,False,None,
URB-12251,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-12 06:25:42,120,0.5,26.8,127,54.3,95.9,502.5,21.2,85.1,Fog,53.8,False,None,
URB-12252,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-12 06:47:42,132,0.55,25.5,95,46.4,87.7,531.8,19.7,65.1,Clear,50.9,False,None,
URB-12253,LOC-05,North Residential,40.79,-73.96,2026-08-12 07:05:42,159,0.67,24.8,90,41.5,75.7,537.5,18.8,71.2,Clear,55.1,False,None,
URB-12254,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-12 07:15:42,115,0.49,30.7,59,24.7,49.4,482.3,20.6,87.9,Rain,39.6,False,None,
URB-12255,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-12 07:27:42,306,0.98,17.5,228,102.0,189.8,683.8,21.3,83.9,Fog,90.5,False,None,
URB-12256,LOC-08,University District,40.729,-73.996,2026-08-12 07:47:42,213,0.75,15.1,101,44.1,84.0,568.5,21.9,86.2,Rain,65.1,False,None,
URB-12257,LOC-01,Downtown Central,40.7128,-74.006,2026-08-12 08:01:42,277,0.98,14.6,129,55.1,100.2,662.8,21.0,58.5,Partly Cloudy,79.5,False,None,
URB-12258,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-12 08:17:42,381,0.98,13.2,249,110.5,198.3,744.7,21.9,65.2,Haze,92.6,False,None,
URB-12259,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-12 08:30:42,239,0.82,17.0,180,78.2,136.1,610.1,20.9,85.8,Fog,80.8,False,None,
URB-12260,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-12 08:46:42,183,0.72,22.8,102,42.3,76.9,540.9,23.7,62.0,Clear,60.2,False,None,
URB-12261,LOC-05,North Residential,40.79,-73.96,2026-08-12 09:05:42,147,0.59,18.8,77,34.6,67.8,531.2,25.8,74.4,Rain,52.7,False,None,
URB-12262,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-12 09:15:42,121,0.45,38.2,99,44.1,77.3,515.6,24.0,78.5,Fog,41.2,False,None,
URB-12263,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-12 09:28:42,362,0.98,15.3,141,64.8,114.9,724.6,21.3,78.6,Rain,81.2,False,None,
URB-12264,LOC-08,University District,40.729,-73.996,2026-08-12 09:43:42,205,0.9,17.5,113,56.0,100.4,584.0,21.4,59.8,Partly Cloudy,72.0,False,None,
URB-12265,LOC-01,Downtown Central,40.7128,-74.006,2026-08-12 09:59:42,276,0.98,12.4,183,82.8,156.3,632.4,23.5,82.5,Fog,90.0,False,None,
URB-12266,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-12 10:14:42,274,0.98,12.7,205,95.0,169.4,660.5,25.8,77.9,Fog,92.8,False,None,
URB-12267,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-12 10:35:42,188,0.77,13.9,107,53.6,101.5,577.2,25.1,82.1,Heavy Rain,67.6,False,None,
URB-12268,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-12 10:47:42,168,0.71,20.4,120,59.4,103.5,531.9,25.0,80.1,Fog,64.2,False,None,
URB-12269,LOC-05,North Residential,40.79,-73.96,2026-08-12 11:05:42,110,0.48,27.9,67,29.9,62.7,484.6,27.0,52.7,Partly Cloudy,42.0,False,None,
URB-12270,LOC-06,Suburb South Ridge,40.63,-74.08,2026-08-12 11:20:42,74,0.34,45.0,79,34.7,71.9,474.0,28.1,71.8,Fog,29.9,False,None,
URB-12271,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-08-12 11:29:42,244,0.98,13.8,108,49.8,96.6,622.1,25.3,74.9,Heavy Rain,76.2,False,None,
URB-12272,LOC-08,University District,40.729,-73.996,2026-08-12 11:50:42,117,0.43,29.0,90,38.6,76.9,487.8,28.6,54.0,Haze,43.5,False,None,
URB-12273,LOC-01,Downtown Central,40.7128,-74.006,2026-08-12 11:56:42,209,0.82,17.8,162,71.7,131.5,580.3,25.2,53.2,Haze,77.2,False,None,
URB-12274,LOC-02,Midtown Financial,40.7589,-73.9851,2026-08-12 12:16:42,207,0.71,17.6,148,63.2,110.2,587.8,25.9,53.6,Haze,70.5,False,None,
URB-12275,LOC-03,Harbor Industrial,40.672,-74.009,2026-08-12 12:27:42,152,0.59,21.1,140,68.1,118.3,532.1,29.1,70.3,Fog,62.5,False,None,
URB-12276,LOC-04,Tech Corridor West,40.741,-74.004,2026-08-12 12:46:42,154,0.6,24.3,120,50.0,91.3,523.1,27.0,50.9,Haze,57.9,False,None,
